id,name,type,race,archetype,atk,def,level,cardmarket,tcgplayer,ebay,amazon,coolstuffinc
61049315,naturia rosewhip,Tuner Monster,Plant,Naturia,400,1700,3,2.73,0.65,2.99,6.38,1.99
3734202,naturia sacred tree,Trap Card,Continuous,Naturia,0,0,0,3.23,3.89,6.0,0.25,2.99
25654671,naturia spiderfang,Effect Monster,Insect,Naturia,2100,400,4,0.07,0.07,0.99,0.25,0.25
34813545,naturia spring breeze,Spell Card,Quick-Play,Naturia,0,0,0,1.0,0.0,1.0,6.5,0.0
23051413,naturia stag beetle,Effect Monster,Insect,Naturia,2200,1500,6,0.17,0.23,0.99,0.25,0.25
25866285,naturia stinkbug,Tuner Monster,Insect,Naturia,200,500,3,0.09,0.07,0.99,0.39,0.25
55099248,naturia strawberry,Effect Monster,Plant,Naturia,1600,1200,4,0.06,0.07,0.99,0.25,0.25
7478431,naturia sunflower,Effect Monster,Plant,Naturia,500,0,2,0.29,0.14,0.99,1.0,0.25
70261145,naturia tulip,Tuner Monster,Plant,Naturia,600,1500,2,0.1,0.06,0.99,1.0,0.25
16940215,naturia vein,Tuner Monster,Plant,Naturia,200,300,1,0.27,0.1,0.99,1.19,0.25
24644634,naturia white oak,Effect Monster,Plant,Naturia,1800,1400,4,0.57,0.06,0.99,0.97,0.25
62405028,"nauya, the ogdoadic remnant",Effect Monster,Reptile,Abhyss,0,2000,4,0.3,0.86,1.99,2.75,0.99
80040886,navy dragon mech,Synchro Monster,Machine,0,2700,1800,9,0.22,0.24,0.99,0.69,0.49
41525660,nazuki the vaylantz ninja,Pendulum Effect Monster,Spellcaster,Ninja,1800,1800,6,0.0,0.24,5.0,0.99,0.0
51786039,nebula dragon,Effect Monster,Dragon,0,2000,0,8,0.32,1.26,3.7,4.89,1.49
70084224,neck hunter,Normal Monster,Fiend,0,1750,1900,6,0.13,0.36,1.58,0.98,0.39
48576971,necklace of command,Spell Card,Equip,0,0,0,0,0.09,0.15,4.99,0.97,0.25
77700347,necro defender,Effect Monster,Fiend,0,0,800,2,0.07,0.19,0.99,0.2,0.99
99000151,necro fleur,Effect Monster,Plant,0,0,0,1,0.07,0.05,0.99,0.25,0.49
81223446,necro fusion,Trap Card,Normal,0,0,0,0,0.09,0.08,0.99,0.25,0.25
4906301,necro gardna,Effect Monster,Warrior,0,600,1300,3,0.1,0.2,0.99,0.25,0.39
44236692,necro linker,Effect Monster,Fiend,0,600,0,2,0.1,0.18,0.99,0.25,0.39
48421595,necro synchron,Tuner Monster,Machine,Synchron,200,400,2,0.27,0.52,1.1,0.53,0.99
28297833,necroface,Effect Monster,Zombie,0,1200,1800,4,0.16,0.6,4.95,2.99,0.99
26194151,necroid synchro,Spell Card,Normal,Roid,0,0,0,0.26,0.38,1.85,1.27,0.25
61454890,necrolancer the time-lord,Normal Monster,Spellcaster,0,800,900,3,0.0,0.0,2.35,3.98,0.0
18954366,necroquip prism,Spell Card,Normal,0,0,0,0,0.05,0.06,0.99,54.99,0.49
47355498,necrovalley,Spell Card,Field,Gravekeeper's,0,0,0,1.67,1.92,0.99,25.01,2.99
56773577,necrovalley temple,Trap Card,Continuous,Gravekeeper's,0,0,0,0.18,0.25,1.39,1.09,0.79
37561138,necrovalley throne,Spell Card,Normal,Gravekeeper's,0,0,0,0.28,0.35,0.99,0.78,0.99
66570171,necroworld banshee,Effect Monster,Zombie,0,1800,200,4,1.0,1.34,1.5,1.3,2.99
94230224,needle ball,Flip Effect Monster,Fiend,0,750,700,2,0.06,0.05,0.99,0.2,0.49
98162242,needle burrower,Effect Monster,Machine,0,1700,1700,5,0.19,0.46,1.49,2.79,0.79
38411870,needle ceiling,Trap Card,Normal,0,0,0,0,1.7,1.77,3.95,3.5,2.99
17841097,needle soldier,Effect Monster,Machine,0,100,100,1,0.05,0.15,0.99,0.25,0.25
56223084,needle sunfish,Effect Monster,Fish,0,1500,100,3,0.06,0.05,0.99,0.25,0.25
74440056,needle token,Token,Plant,0,500,500,1,0.0,0.0,4.99,0.25,0.0
38299233,needle wall,Trap Card,Continuous,0,0,0,0,0.37,0.2,1.55,1.49,0.25
81843628,needle worm,Flip Effect Monster,Insect,Worm,750,600,2,1.87,3.37,6.99,6.8,3.99
84968490,needlebug nest,Trap Card,Normal,0,0,0,0,0.12,0.25,0.99,0.25,0.25
60666820,nefarious archfiend eater of nefariousness,Effect Monster,Beast,Archfiend,1500,200,4,0.06,0.2,2.97,0.25,0.25
55117418,nega-ton corepanel,Trap Card,Counter,Koa'ki Meiru,0,0,0,0.17,0.16,0.99,0.2,0.25
14315573,negate attack,Trap Card,Counter,0,0,0,0,0.07,0.15,0.99,0.25,0.49
66675911,nehshaddoll genius,Flip Effect Monster,Machine,Shaddoll,1800,1000,4,1.79,2.07,5.0,0.88,2.99
18189187,"neiroy, the dream mirror disciple",Effect Monster,Fairy,Dream Mirror,1000,1000,3,0.21,0.05,1.4,0.25,0.49
90176467,"neiroy, the dream mirror traitor",Effect Monster,Fiend,Dream Mirror,1000,1000,3,0.05,0.05,0.99,39.99,0.25
11021521,neko mane king,Effect Monster,Beast,0,0,0,1,5.3,4.42,0.99,7.45,0.49
1761063,nekogal #1,Normal Monster,Beast,0,1100,900,3,2.02,3.98,14.95,0.79,2.99
43352213,nekogal #2,Normal Monster,Beast-Warrior,0,1900,2000,6,1.38,1.63,1.0,0.49,2.99
97211663,nekroz cycle,Spell Card,Ritual,Nekroz,0,0,0,0.28,0.6,2.05,1.66,0.25
51124303,nekroz kaleidoscope,Spell Card,Ritual,Nekroz,0,0,0,0.21,0.29,2.01,0.99,0.39
14735698,nekroz mirror,Spell Card,Ritual,Nekroz,0,0,0,0.11,0.22,0.99,0.99,0.25
39468724,nekroz of areadbhair,Ritual Effect Monster,Warrior,Nekroz,3300,3200,10,0.62,1.07,1.59,1.27,1.49
26674724,nekroz of brionac,Ritual Effect Monster,Warrior,Nekroz,2300,1400,6,4.33,2.95,24.99,3.14,2.99
52846880,nekroz of catastor,Ritual Effect Monster,Dragon,Nekroz,2200,1200,5,0.14,0.31,1.0,0.99,0.79
99185129,nekroz of clausolas,Ritual Effect Monster,Warrior,Nekroz,1200,2300,3,0.16,0.54,1.0,0.73,0.49
88240999,nekroz of decisive armor,Ritual Effect Monster,Dragon,Nekroz,3300,2300,10,0.38,0.52,1.7,0.6,0.79
74122412,nekroz of gungnir,Ritual Effect Monster,Spellcaster,Nekroz,2500,1700,7,0.21,0.22,2.99,1.91,0.49
21105106,nekroz of sophia,Ritual Effect Monster,Spellcaster,Nekroz,3600,3400,11,9.46,7.92,6.0,10.94,0.0
52068432,nekroz of trishula,Ritual Effect Monster,Warrior,Nekroz,2700,2000,9,0.74,1.14,1.98,1.16,1.99
89463537,nekroz of unicore,Ritual Effect Monster,Spellcaster,Nekroz,2300,1000,4,0.21,0.8,2.95,0.99,0.99
25857246,nekroz of valkyrus,Ritual Effect Monster,Spellcaster,Nekroz,2900,1700,8,0.61,1.04,2.95,1.71,1.99
45666710,nemeses adrastea,Spell Card,Quick-Play,Nemesys,0,0,0,0.06,0.07,0.99,2.7,0.49
72090076,nemeses corridor,Effect Monster,Thunder,Nemesys,1900,600,4,0.96,0.95,5.5,0.79,1.99
19211362,nemeses flag,Effect Monster,Pyro,Nemesys,1100,200,2,0.39,0.8,1.2,2.7,0.79
44440058,nemeses keystone,Effect Monster,Rock,Nemesys,700,0,1,2.81,2.68,3.0,2.7,1.99
46606977,nemeses umbrella,Effect Monster,Aqua,Nemesys,1500,400,3,0.2,0.24,1.99,2.7,0.39
90963488,nemuriko,Normal Monster,Spellcaster,0,800,700,3,0.04,0.19,0.99,0.25,0.25
49563947,neo aqua madoor,Normal Monster,Spellcaster,Madoor,1200,3000,6,0.14,0.32,1.79,1.28,0.25
56532353,neo blue-eyes ultimate dragon,Fusion Monster,Dragon,Blue-Eyes,4500,3800,12,3.13,2.41,5.99,3.3,3.99
16587243,neo bug,Normal Monster,Insect,0,1800,1700,4,0.13,0.27,1.99,0.64,0.49
65156847,neo flamvell garuda,Effect Monster,Pyro,Flamvell,1200,1800,3,0.04,0.07,0.99,0.2,0.25
2377034,neo flamvell hedgehog,Tuner Monster,Pyro,Flamvell,800,200,3,0.09,0.07,0.99,0.99,0.25
816427,neo flamvell lady,Effect Monster,Pyro,Flamvell,1600,200,4,0.05,0.07,0.99,0.45,0.49
66378485,neo flamvell origin,Tuner Monster,Pyro,Flamvell,500,200,2,0.08,0.08,0.99,0.2,0.25
91554542,neo flamvell sabre,Effect Monster,Pyro,Flamvell,1500,200,4,0.07,0.06,1.99,0.99,0.25
39761138,neo flamvell shaman,Effect Monster,Pyro,Flamvell,1700,200,3,0.1,0.1,0.99,0.2,0.25
12632096,neo galaxy-eyes cipher dragon,XYZ Monster,Dragon,Cipher,4500,3000,9,0.45,0.7,1.05,1.34,0.39
39272762,neo galaxy-eyes photon dragon,XYZ Monster,Dragon,Galaxy-Eyes,4500,3000,8,1.05,4.84,29.99,12.25,4.99
45885288,neo kaiser glider,Effect Monster,Dragon,0,2400,2200,6,0.21,0.27,0.99,0.59,0.39
42015635,neo space,Spell Card,Field,Elemental HERO,0,0,0,0.54,0.96,0.99,1.27,0.49
85840608,neo space connector,Effect Monster,Warrior,Elemental HERO,800,1800,4,0.15,0.21,0.99,0.99,0.25
19594506,neo space pathfinder,Effect Monster,Warrior,0,1800,800,4,3.01,2.29,3.0,5.45,2.99
95493471,neo super quantal mech king blaster magna,Link Monster,Machine,Super Quant,2500,0,0,0.17,0.16,0.99,0.45,0.25
50930991,neo the magic swordsman,Normal Monster,Spellcaster,0,1700,1000,4,0.02,0.32,1.5,0.25,0.39
12510878,"neo-parshath, the sky paladin",Effect Monster,Fairy,Parshath,2300,2000,7,0.16,0.09,2.91,0.25,0.25
54959865,neo-spacian air hummingbird,Effect Monster,Winged Beast,Neo-Spacian,800,600,3,0.2,1.19,3.94,5.03,1.99
17955766,neo-spacian aqua dolphin,Effect Monster,Warrior,Neo-Spacian,600,800,3,0.13,0.15,2.95,0.25,0.39
43237273,neo-spacian dark panther,Effect Monster,Beast,Neo-Spacian,1000,500,3,0.59,1.72,2.99,4.83,2.99
89621922,neo-spacian flare scarab,Effect Monster,Insect,Neo-Spacian,500,500,3,0.29,0.5,17.95,1.49,0.39
17732278,neo-spacian glow moss,Effect Monster,Plant,Neo-Spacian,300,900,3,0.11,0.31,1.95,1.0,0.39
80344569,neo-spacian grand mole,Effect Monster,Rock,Neo-Spacian,900,300,3,0.16,0.36,1.99,0.95,0.49
78734254,neo-spacian marine dolphin,Fusion Monster,Warrior,Neo-Spacian,900,1100,4,0.53,1.85,2.0,1.55,0.99
13857930,neo-spacian twinkle moss,Fusion Monster,Plant,Neo-Spacian,500,1100,4,0.26,0.58,1.35,0.5,0.49
47274077,neos force,Spell Card,Equip,Elemental HERO,0,0,0,0.27,0.44,12.99,1.31,0.39
14088859,neos fusion,Spell Card,Normal,Elemental HERO,0,0,0,2.75,1.79,5.75,3.0,2.99
5126490,neos wiseman,Effect Monster,Spellcaster,Elemental HERO,3000,3000,10,2.31,20.74,9.98,79.99,9.99
60226558,nephe shaddoll fusion,Spell Card,Equip,Shaddoll,0,0,0,0.1,0.2,3.59,0.99,0.25
87054946,"nephthys, the sacred flame",Link Monster,Winged Beast,Nephthys,2400,0,0,2.25,2.13,2.0,1.52,1.99
50669347,"nephthys, the sacred preserver",Link Monster,Winged Beast,Nephthys,1200,0,0,0.76,0.47,3.55,1.0,0.79
21565445,"neptabyss, the atlantean prince",Effect Monster,Sea Serpent,Atlantean,800,0,1,2.68,2.15,3.74,4.55,2.99
42932862,nether prediction princess tarotreith,Ritual Effect Monster,Fairy,Prediction Princess,1200,2700,9,3.0,0.0,1.0,4.24,0.0
8428836,nether prediction ritual,Spell Card,Ritual,0,0,0,0,0.0,0.0,1.0,4.24,0.0
19505896,nettles,Tuner Monster,Plant,0,1200,400,2,0.09,0.19,1.38,0.45,0.79
84640866,network trap hole,Trap Card,Normal,Hole,0,0,0,0.19,0.55,1.95,1.38,0.49
43845801,neutron blast,Spell Card,Normal,Blue-Eyes,0,0,0,0.12,0.07,1.95,2.6,0.49
4335645,newdoria,Effect Monster,Fiend,0,1200,800,4,0.15,0.33,2.0,1.17,0.39
71607202,news reporter from the underworld,Link Monster,Fiend,From the Underworld,1000,0,0,0.0,0.0,5.98,2.97,0.0
81913510,nex,Spell Card,Normal,Neo-Spacian,0,0,0,0.27,0.4,3.95,2.49,0.39
74414885,next,Trap Card,Normal,Elemental HERO,0,0,0,0.36,0.73,1.25,1.49,0.99
7076131,next to be lost,Trap Card,Normal,0,0,0,0,0.05,0.1,0.99,0.74,0.25
27204311,"nibiru, the primal being",Effect Monster,Rock,0,3000,600,11,10.93,12.53,12.99,14.25,15.99
49275969,"nidhogg, generaider boss of ice",Effect Monster,Wyrm,Generaider,2100,2600,9,0.42,1.27,3.95,1.95,0.99
16226786,night assailant,Flip Effect Monster,Fiend,0,200,500,3,0.1,0.27,1.99,7.54,1.99
89882100,night beam,Spell Card,Normal,0,0,0,0,0.11,0.28,0.99,0.79,0.39
88724332,night dragolich,Effect Monster,Wyrm,0,1700,0,4,0.16,0.43,0.99,0.83,0.39
51126152,night express knight,Effect Monster,Machine,Train,3000,3000,10,0.16,0.34,1.95,0.25,0.39
42560034,night flight,Spell Card,Quick-Play,0,0,0,0,0.03,0.02,0.99,0.45,0.49
78402798,night lizard,Normal Monster,Aqua,0,1150,1300,4,0.0,0.0,10.0,1.9,0.0
2191144,night papilloperative,XYZ Monster,Warrior,0,2600,2000,4,0.12,0.31,0.99,0.58,0.25
20295753,night sword serpent,Effect Monster,Reptile,0,500,600,4,0.13,0.05,1.0,0.45,0.49
49826746,night wing sorceress,Effect Monster,Spellcaster,Assault Mode,1300,1200,3,0.11,0.18,5.0,0.98,0.25
3779493,night's end administrator,Synchro Monster,Spellcaster,0,2300,1400,6,0.12,0.13,1.15,5.16,0.49
36107810,night's end sorcerer,Tuner Monster,Spellcaster,0,1300,400,2,0.13,0.22,0.99,0.25,0.25
42956964,nightmare archfiend token,Token,Fiend,Archfiend,2000,2000,6,0.0,0.0,0.0,0.54,0.0
42956963,nightmare archfiends,Trap Card,Normal,Archfiend,0,0,0,0.02,0.1,2.5,0.83,0.25
59290628,nightmare horse,Effect Monster,Zombie,0,500,400,2,0.24,0.77,2.0,1.7,0.39
81306586,nightmare penguin,Effect Monster,Aqua,Penguin,900,1800,4,0.15,0.51,1.8,1.99,0.25
88643173,nightmare scorpion,Normal Monster,Insect,0,900,800,3,0.0,0.0,10.0,9.04,0.0
300203002,nightmare sonic blast!,Skill Card,Rex,0,0,0,0,0.15,0.19,0.99,0.25,0.39
54704216,nightmare wheel,Trap Card,Continuous,0,0,0,0,0.25,0.55,4.95,4.42,0.99
58775978,nightmare's steelcage,Spell Card,Normal,0,0,0,0,0.1,0.36,6.14,1.28,0.79
66569334,nightmell the dark bonder,Effect Monster,Psychic,0,1500,1500,4,0.05,0.07,0.99,0.25,0.25
24701235,nikitama,Spirit Monster,Fairy,0,800,1800,4,0.27,0.47,2.0,0.84,0.99
88686573,nimble angler,Effect Monster,Fish,Nimble,600,100,2,2.83,3.67,10.69,4.48,0.25
68353324,nimble beaver,Effect Monster,Beast,Nimble,400,200,2,0.53,2.76,2.25,2.79,2.99
46384403,nimble manta,Effect Monster,Fish,Nimble,800,100,2,0.22,0.37,1.47,0.49,0.39
22567609,nimble momonga,Effect Monster,Beast,Nimble,1000,100,2,0.15,0.11,0.99,0.25,0.49
57844634,nimble musasabi,Effect Monster,Beast,Nimble,800,100,2,0.26,0.58,1.98,1.44,0.49
2843014,nimble sunfish,Effect Monster,Fish,Nimble,1000,100,2,1.94,2.17,3.79,3.7,2.99
11987744,nin-ken dog,Normal Monster,Beast-Warrior,Ninja,1800,1000,4,0.22,0.15,0.99,0.85,0.25
8660395,"ninaruru, the magistus glass goddess",XYZ Monster,Rock,Magistus,1800,2400,4,0.14,0.19,19.99,1.0,0.25
57831349,nine pillars of yang zing,Trap Card,Counter,Yang Zing,0,0,0,0.1,0.07,1.25,0.39,0.99
28981598,nine-lives cat,XYZ Monster,Zombie,0,900,3300,9,0.04,0.05,0.99,0.25,0.49
27198001,nine-tailed fox,Effect Monster,Zombie,0,2200,2000,6,0.09,0.06,0.99,1.04,0.25
30194529,ningirsu the world chalice warrior,Link Monster,Warrior,World Chalice,2500,0,0,2.56,0.89,3.75,1.79,2.99
100419026,nini the mirror mikanko,Effect Monster,Spellcaster,Mikanko,0,0,3,0.0,0.0,0.0,0.0,0.0
95027497,ninja grandmaster hanzo,Effect Monster,Warrior,Ninja,1800,1000,4,0.11,0.22,9.5,1.97,0.49
37354507,ninja grandmaster saizo,Link Monster,Warrior,Ninja,2000,0,0,4.96,7.63,12.0,9.89,15.99
4041838,ninja grandmaster sasuke,Effect Monster,Warrior,Ninja,1800,1000,4,0.34,0.49,1.99,15.14,0.99
32939238,ninjitsu art equipment kanamugura,Spell Card,Equip,Ninjitsu Art,0,0,0,0.0,0.0,1.0,0.25,0.0
79324191,ninjitsu art notebook,Spell Card,Continuous,Ninja,0,0,0,0.1,0.23,1.29,1.28,0.49
89628781,ninjitsu art of decoy,Trap Card,Continuous,Ninja,0,0,0,0.14,0.22,3.0,1.29,0.25
50766506,ninjitsu art of duplication,Trap Card,Continuous,Ninja,0,0,0,0.36,0.58,1.99,1.24,0.39
68038375,ninjitsu art of fallen leaves' dance,Trap Card,Continuous,Ninjitsu Art,0,0,0,0.0,0.0,1.0,0.25,0.0
63626024,ninjitsu art of mirage-transformation,Trap Card,Continuous,Ninja,0,0,0,0.35,0.37,1.75,0.49,0.99
68441986,ninjitsu art of mosquito marching,Spell Card,Normal,Ninjitsu Art,0,0,0,0.0,0.0,1.0,0.25,0.0
13629812,ninjitsu art of shadow sealing,Trap Card,Continuous,Ninja,0,0,0,0.48,0.49,2.25,1.0,0.39
90200789,ninjitsu art of super-transformation,Trap Card,Continuous,Ninja,0,0,0,0.13,0.21,0.99,0.45,0.39
70861343,ninjitsu art of transformation,Trap Card,Continuous,Ninja,0,0,0,0.08,0.21,0.99,0.45,0.25
80896940,nirvana high paladin,Synchro Pendulum Effect Monster,Spellcaster,0,3300,2500,10,0.11,0.13,0.99,0.39,1.99
96182448,nitro synchron,Tuner Monster,Machine,Synchron,300,100,2,0.15,0.41,2.95,3.69,0.49
23842445,nitro unit,Spell Card,Equip,0,0,0,0,0.28,0.28,2.55,0.99,0.39
18013090,nitro warrior,Synchro Monster,Warrior,0,2800,1800,7,0.19,0.99,2.95,10.42,1.49
49204190,nitwit outwit,Trap Card,Normal,0,0,0,0,0.02,0.11,0.99,0.2,0.25
7805359,niwatori,Normal Monster,Winged Beast,0,900,800,3,0.02,1.35,1.25,1.01,0.49
60306104,no entry!!,Trap Card,Normal,0,0,0,0,0.11,0.18,0.99,0.25,0.25
300302015,no more mrs. nice mai!,Skill Card,Mai Valentine,0,0,0,0,0.05,0.34,0.99,0.0,0.39
83438826,noble arms - arfeudutyr,Spell Card,Equip,Noble Knight,0,0,0,0.4,0.28,2.5,1.5,0.25
23562407,noble arms - caliburn,Spell Card,Equip,Noble Knight,0,0,0,0.11,0.3,0.99,0.99,0.25
41359411,noble arms - clarent,Spell Card,Equip,Noble Knight,0,0,0,0.18,0.19,2.4,0.25,0.39
46008667,noble arms - excaliburn,Spell Card,Equip,Noble Knight,0,0,0,1.76,2.61,3.99,2.5,2.99
14745409,noble arms - gallatin,Spell Card,Equip,Noble Knight,0,0,0,0.15,0.2,2.5,0.99,0.25
7452945,noble arms of destiny,Spell Card,Equip,Noble Knight,0,0,0,0.27,0.56,2.75,1.44,0.99
92125819,noble knight artorigus,Normal Monster,Warrior,Noble Knight,1800,1800,4,0.52,0.62,4.95,5.53,1.49
30575681,noble knight bedwyr,Effect Monster,Warrior,Noble Knight,1600,1500,4,0.53,1.11,3.0,3.98,1.99
47120245,noble knight borz,Effect Monster,Warrior,Noble Knight,1700,900,4,0.25,0.59,1.89,1.1,0.49
57690191,noble knight brothers,Effect Monster,Warrior,Noble Knight,1200,2400,4,0.2,0.22,2.87,1.0,0.39
42472002,noble knight custennin,Effect Monster,Warrior,Noble Knight,1000,2000,4,0.24,0.2,0.99,1.53,0.39
53550467,noble knight drystan,Effect Monster,Warrior,Noble Knight,1800,800,4,0.24,0.18,3.0,1.89,0.39
93085839,noble knight eachtar,Effect Monster,Warrior,Noble Knight,1600,2000,5,0.13,0.11,1.09,0.9,0.25
19680539,noble knight gawayn,Effect Monster,Warrior,Noble Knight,1900,500,4,0.7,1.15,4.99,2.46,2.99
13391185,noble knight gwalchavad,Effect Monster,Warrior,Noble Knight,1500,1800,4,0.18,0.55,4.99,1.54,0.99
88923963,noble knight iyvanne,Effect Monster,Warrior,Noble Knight,1700,1600,4,0.22,0.23,3.0,0.49,0.25
18426196,noble knight joan,Effect Monster,Warrior,Noble Knight,1900,1300,4,0.07,0.06,1.33,0.99,0.39
59057152,noble knight medraut,Effect Monster,Warrior,Noble Knight,1700,1000,4,0.39,0.41,1.5,0.89,0.79
5361816,noble knight pellinore,Effect Monster,Warrior,Noble Knight,1900,500,4,0.05,0.08,0.99,0.49,0.25
73359475,noble knight peredur,Effect Monster,Warrior,Noble Knight,1900,300,4,0.16,0.44,1.63,1.47,0.39
34242278,noble knight's shield-bearer,Effect Monster,Warrior,Noble Knight,800,1300,4,0.18,0.17,0.99,0.25,0.49
7721912,noble knight's spearholder,Effect Monster,Warrior,Noble Knight,800,400,2,0.06,0.11,0.99,0.35,0.25
55742055,noble knights of the round table,Spell Card,Field,Noble Knight,0,0,0,0.16,0.17,9.95,5.56,0.25
88935103,nobledragon magician,Pendulum Tuner Effect Monster,Spellcaster,Odd-Eyes,700,1400,3,0.06,0.15,0.99,0.25,0.25
71044499,nobleman of crossout,Spell Card,Normal,0,0,0,0,0.17,1.0,1.48,1.8,1.99
17449108,nobleman of extermination,Spell Card,Normal,0,0,0,0,0.13,0.37,0.99,2.18,0.49
65878864,nobleman-eater bug,Flip Effect Monster,Insect,0,900,1200,5,0.12,0.57,1.63,1.77,0.25
70333910,noctovision dragon,Effect Monster,Dragon,Rokket,0,2800,7,0.12,0.21,0.99,0.25,0.39
6609736,noh-p.u.n.k. deer note,Effect Monster,Warrior,P.U.N.K.,2100,1800,5,5.2,12.47,7.27,0.73,9.99
55920742,noh-p.u.n.k. foxy tune,Effect Monster,Beast,P.U.N.K.,2300,2600,8,12.54,33.11,34.0,0.73,39.99
81914447,noh-p.u.n.k. ogre dance,Effect Monster,Fiend,P.U.N.K.,2500,2000,8,6.79,15.02,7.49,29.99,9.99
19535693,noh-p.u.n.k. ze amin,Tuner Monster,Psychic,P.U.N.K.,600,600,3,0.48,0.62,1.99,0.73,0.99
45620686,noisy gnat,Effect Monster,Insect,0,700,300,2,0.07,0.05,0.99,0.2,0.25
92887027,nomadic force,Effect Monster,Warrior,0,1700,1000,4,0.13,0.1,2.5,0.25,0.25
76848240,non aggression area,Trap Card,Normal,0,0,0,0,0.34,2.29,2.0,2.49,0.49
27581098,non-fusion area,Trap Card,Continuous,0,0,0,0,1.18,1.99,1.94,2.78,1.99
20065549,non-spellcasting area,Spell Card,Continuous,0,0,0,0,0.06,0.15,0.99,0.25,0.25
32623004,nopenguin,Effect Monster,Aqua,Penguin,1600,100,3,0.25,1.35,1.68,2.26,1.99
65626958,nordic beast gullinbursti,Tuner Monster,Beast,Nordic,300,100,3,0.16,0.25,1.25,0.42,0.49
15394084,nordic beast token,Token,Beast,Nordic,0,0,3,0.0,0.0,0.0,0.45,0.0
42793609,nordic relic brisingamen,Trap Card,Normal,Nordic,0,0,0,0.03,0.09,1.95,0.5,0.25
55154048,nordic relic draupnir,Spell Card,Equip,Aesir,0,0,0,0.07,0.09,2.5,0.45,0.25
15286412,nordic relic gungnir,Trap Card,Normal,Aesir,0,0,0,0.13,0.1,1.95,1.38,0.25
7320132,nordic relic hlidskjalf,Spell Card,Normal,Nordic,0,0,0,0.13,0.17,1.1,0.42,0.39
89792713,nordic relic laevateinn,Trap Card,Normal,Nordic,0,0,0,0.05,0.08,1.95,0.45,0.25
86827882,nordic relic megingjord,Trap Card,Normal,Aesir,0,0,0,0.28,0.11,1.95,0.25,0.25
64797746,nordic relic svalinn,Trap Card,Continuous,Nordic,0,0,0,0.18,0.16,0.99,0.42,0.49
91011603,nordic smith ivaldi,Effect Monster,Warrior,Nordic,1500,700,4,0.17,0.25,0.99,0.42,0.49
14152862,norito the moral leader,XYZ Monster,Spellcaster,0,2700,2000,6,0.15,0.31,1.38,0.65,0.49
662854,noritoshi in darkest rainment,Link Monster,Spellcaster,0,2500,0,0,0.0,0.0,20.0,0.72,0.0
48783998,nova summoner,Effect Monster,Fairy,Parshath,1400,800,4,0.14,0.23,26.69,0.89,0.39
95545183,novel ninjitsu art book,Spell Card,Quick-Play,Ninjitsu Art,0,0,0,0.0,0.0,1.0,0.25,0.0
43694075,novox's prayer,Spell Card,Ritual,0,0,0,0,83.45,99.99,89.99,145.34,159.99
25607552,nowru aries the vernal dragon,Effect Monster,Dragon,0,2000,2500,7,0.08,0.04,1.0,1.02,0.49
51616747,nubian guard,Effect Monster,Warrior,0,500,500,2,0.07,0.12,0.99,0.25,0.25
57314798,number 100: numeron dragon,XYZ Monster,Dragon,0,0,0,1,6.02,10.35,14.95,17.99,13.99
48739166,number 101: silent honor ark,XYZ Monster,Aqua,0,2100,1000,4,0.24,0.49,4.95,1.33,0.99
49678559,number 102: star seraph sentry,XYZ Monster,Fairy,Star Seraph,2500,2000,4,0.43,0.81,2.02,0.78,0.99
94380860,number 103: ragnazero,XYZ Monster,Fairy,0,2400,1200,4,0.74,1.54,5.0,3.01,1.99
2061963,number 104: masquerade,XYZ Monster,Spellcaster,0,2700,1200,4,1.06,1.25,2.15,3.02,1.99
59627393,number 105: battlin' boxer star cestus,XYZ Monster,Warrior,Battlin' Boxer,2500,1600,4,2.07,3.46,4.95,1.99,2.99
63746411,number 106: giant hand,XYZ Monster,Rock,0,2000,2000,4,0.29,0.52,1.49,5.99,1.49
88177324,number 107: galaxy-eyes tachyon dragon,XYZ Monster,Dragon,Galaxy-Eyes,3000,2500,8,0.74,1.01,4.95,4.0,0.99
11411223,number 10: illumiknight,XYZ Monster,Warrior,0,2400,2400,4,0.42,0.26,6.07,1.24,0.39
80117527,number 11: big eye,XYZ Monster,Spellcaster,0,2600,2000,7,2.54,3.33,25.99,11.99,3.99
19333131,number 12: crimson shadow armor ninja,XYZ Monster,Warrior,Ninja,2400,1700,5,0.46,1.96,9.0,3.74,2.99
69058960,number 13: embodiment of crime,XYZ Monster,Fiend,0,500,500,1,1.13,3.6,5.25,1.77,2.99
21313376,number 14: greedy sarameya,XYZ Monster,Beast,0,2500,1500,5,1.1,0.54,1.55,1.46,0.79
88120966,number 15: gimmick puppet giant grinder,XYZ Monster,Machine,Gimmick Puppet,1500,2500,8,0.25,0.2,0.99,6.03,0.49
54719828,number 16: shock master,XYZ Monster,Fairy,0,2300,1600,4,2.34,1.56,2.75,2.38,1.99
69610924,number 17: leviathan dragon,XYZ Monster,Dragon,0,2000,0,3,1.05,0.56,72.99,2.68,1.49
23649496,number 18: heraldry patriarch,XYZ Monster,Psychic,Heraldic,2200,2200,4,0.26,0.6,1.6,1.17,0.25
55067058,number 19: freezadon,XYZ Monster,Dinosaur,0,2000,2500,5,1.62,1.13,3.0,4.19,2.99
15232745,number 1: numeron gate ekam,XYZ Monster,Machine,Numeron,1000,100,1,0.18,0.24,0.99,2.94,0.39
47805931,number 20: giga-brilliant,XYZ Monster,Insect,0,1800,1800,3,0.56,0.66,2.45,0.89,1.99
